,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,encoded category
24592,2804,3,2,Suburb,2006,322109.601097827,1
24593,2178,5,2,Rural,1999,211088.74809305609,0
24594,1503,5,3,Rural,1954,297015.1387078293,0
24595,1274,5,1,Rural,1995,230236.11850087743,0
24596,2689,5,2,Suburb,1963,297922.9777703657,1
24597,2588,3,3,Urban,1967,268524.8618940821,2
24598,1178,5,3,Urban,1990,212540.99415189616,2
24599,2956,5,1,Suburb,2003,398719.4538091639,1
24600,2775,4,2,Rural,1955,280938.9757819751,0
24601,1136,4,3,Suburb,1979,149079.34368500934,1
24602,1766,3,2,Urban,2009,231549.97700203693,2
24603,1987,2,2,Suburb,2004,229845.139161962,1
24604,2759,4,2,Suburb,1984,355676.15748194366,1
24605,2203,2,3,Urban,1966,375246.4162479419,2
24606,2205,3,3,Urban,1994,271047.5418602645,2
24607,2282,4,1,Rural,1968,323400.1624402385,0
24608,1242,4,1,Suburb,1961,107574.5532163821,1
24609,2119,3,2,Rural,1970,294983.2684502073,0
24610,1196,5,3,Rural,1956,194440.6622029761,0
24611,2927,3,2,Urban,2003,376198.8997026868,2
24612,1525,2,3,Urban,2011,181245.62505773717,2
24613,1631,2,3,Suburb,1997,202079.89220413603,1
24614,2410,5,2,Rural,1999,239333.52293807705,0
24615,1407,3,1,Suburb,1977,88744.2674999461,1
24616,2292,3,3,Urban,1990,195292.51048859584,2
24617,2194,5,2,Suburb,1952,285006.17634563503,1
24618,2948,3,1,Rural,1957,300708.7613339561,0
24619,2607,4,1,Urban,1965,158820.9393013316,2
24620,1690,3,3,Suburb,1966,218921.90999792988,1
24621,1169,4,2,Suburb,1978,42560.73786614984,1
24622,1158,3,1,Urban,1954,111152.7890156548,2
24623,2532,4,3,Rural,2004,194802.51005627675,0
24624,1446,2,2,Urban,1979,162059.59734685664,2
24625,2689,5,3,Urban,2000,264380.7989090467,2
24626,2937,2,2,Urban,1986,312869.7750145046,2
24627,2017,4,3,Rural,1960,202455.13755997748,0
24628,2105,5,3,Urban,1987,342173.51170475467,2
24629,2080,2,2,Rural,1988,272298.35833714274,0
24630,2542,2,3,Urban,1975,265258.0877098413,2
24631,1111,4,2,Suburb,2009,165642.56962147288,1
24632,1047,3,1,Rural,1986,154925.6303789438,0
24633,2615,3,1,Urban,1964,312704.1665603887,2
24634,2910,4,3,Rural,1991,288468.0660239355,0
24635,1375,2,2,Rural,1968,132711.31665284224,0
24636,1827,3,1,Suburb,2013,221619.1119731258,1
24637,1032,3,2,Suburb,1955,74387.88294512706,1
24638,1503,2,1,Rural,2013,84618.0373298793,0
24639,1626,4,2,Suburb,1965,234190.39291079383,1
24640,2919,4,2,Suburb,1989,236564.8331474139,1
24641,2026,3,1,Rural,1977,189089.8243599093,0
24642,2509,4,1,Suburb,1984,251987.64160549187,1
24643,2539,2,3,Rural,1981,252590.7181384803,0
24644,2891,4,2,Urban,2007,389147.9143362276,2
24645,2795,5,3,Rural,1972,302199.04088904883,0
24646,1041,4,1,Urban,1973,130927.4904901726,2
24647,1008,4,1,Urban,2003,150476.45746144338,2
24648,1999,4,2,Urban,2009,223068.13657996853,2
24649,1818,5,2,Suburb,1977,259103.3418724429,1
24650,1656,2,1,Rural,1973,202487.85657920688,0
24651,2936,4,3,Rural,2021,386089.1403537324,0
24652,2632,3,2,Suburb,1963,303865.82107774256,1
24653,2811,4,2,Rural,1982,315724.4792879511,0
24654,2165,5,3,Rural,1998,150088.53726748022,0
24655,1789,5,1,Rural,2006,155627.51999983843,0
24656,2459,3,1,Suburb,1959,310255.9321272036,1
24657,2050,5,1,Rural,1978,199618.10019240069,0
24658,2066,5,1,Suburb,1970,232881.64710719523,1
24659,2154,5,3,Urban,2008,258110.9473177613,2
24660,2239,2,1,Suburb,1978,222453.72276519303,1
24661,2629,5,2,Rural,1981,378490.3778755736,0
24662,2543,4,2,Suburb,1987,169254.69724371907,1
24663,1597,3,2,Urban,1958,238500.82885186863,2
24664,2368,4,3,Rural,1983,277366.1463988508,0
24665,2531,4,3,Rural,1995,254553.9847764819,0
24666,2673,3,2,Urban,1988,339118.04602821823,2
24667,2904,2,1,Suburb,1983,246545.84024850535,1
24668,2436,2,1,Urban,1962,305498.7036404323,2
24669,1935,5,1,Rural,1956,179522.73352911382,0
24670,2269,2,1,Urban,2016,217255.71832886597,2
24671,2472,2,2,Rural,1993,297310.6458769992,0
24672,2011,5,1,Rural,1973,224639.92963772707,0
24673,1020,2,3,Urban,1954,160945.42123150546,2
24674,1998,2,1,Urban,1999,224963.86834317236,2
24675,2431,5,1,Urban,1958,258759.2755089328,2
24676,1456,4,2,Suburb,2010,179430.36931460764,1
24677,2467,4,1,Rural,1989,296547.37948940083,0
24678,2013,3,2,Rural,1978,205810.10563055504,0
24679,2945,2,2,Rural,1992,337838.1940769628,0
24680,1264,5,1,Urban,2007,147970.6846572924,2
24681,2683,5,2,Rural,1979,293616.15153015405,0
24682,1183,2,3,Urban,1990,161481.02782206197,2
24683,1226,2,2,Urban,1957,103555.11825626584,2
24684,2827,5,2,Suburb,1964,237717.53135689092,1
24685,2571,5,1,Rural,2002,303212.39621742646,0
24686,2269,5,1,Suburb,1971,160482.7330604747,1
24687,2096,3,2,Urban,2014,264954.4213248829,2
24688,2173,4,3,Rural,2014,337377.90126102103,0
24689,2536,5,3,Rural,2010,320454.9561819135,0
24690,2092,4,2,Rural,1981,325120.8289030377,0
24691,1968,2,2,Rural,2004,175133.2943346123,0
24692,1804,4,2,Urban,1982,122889.99896011106,2
24693,2253,4,2,Rural,1956,259316.03189185352,0
24694,1722,4,1,Rural,1960,249618.77516097407,0
24695,2095,2,2,Rural,1956,216743.6365595944,0
24696,2001,4,2,Suburb,1963,302758.4712939657,1
24697,1874,4,3,Rural,2013,360193.95948601555,0
24698,2631,3,2,Suburb,1957,158378.13386359214,1
24699,2420,2,2,Suburb,2000,290990.4384447065,1
24700,1083,4,2,Rural,1950,203717.15150149545,0
24701,1739,2,2,Urban,1978,276802.62665807095,2
24702,2322,5,2,Urban,2004,209581.81021814805,2
24703,2771,4,3,Rural,1995,253187.86506727815,0
24704,2316,2,1,Urban,1955,208763.33704556225,2
24705,2757,4,1,Rural,1985,325187.97203732934,0
24706,2993,4,3,Rural,1996,321660.3266492497,0
24707,1222,5,2,Rural,1994,226409.40900208303,0
24708,1792,3,3,Urban,1995,239440.3777995172,2
24709,1732,2,2,Urban,1973,217062.8614052874,2
24710,2239,4,1,Rural,1988,249245.08679115865,0
24711,2254,5,1,Rural,1981,278679.6358784033,0
24712,1404,5,1,Urban,1988,174649.83735311468,2
24713,2192,3,2,Rural,1971,233767.2463945607,0
24714,1328,3,2,Suburb,2000,126570.873814002,1
24715,1425,5,3,Suburb,1958,193786.55638216512,1
24716,2577,5,2,Urban,1969,357869.4268135682,2
24717,1769,2,2,Suburb,1967,159504.23695017962,1
24718,2219,2,1,Urban,1982,206224.1101219658,2
24719,2927,5,2,Suburb,1980,333394.1849437371,1
24720,1607,5,3,Urban,1985,257342.41156209307,2
24721,2852,3,3,Suburb,1951,223206.3524500208,1
24722,1525,2,1,Urban,2015,206504.24192121,2
24723,1624,5,2,Suburb,1962,171711.5137937367,1
24724,1076,2,1,Rural,1971,192927.580428556,0
24725,2300,2,1,Urban,1972,180576.02394693403,2
24726,1919,5,3,Rural,1982,286745.1680569365,0
24727,1945,5,1,Urban,1950,275327.5165716455,2
24728,1465,4,1,Urban,1985,297955.2539672018,2
24729,2964,2,3,Urban,1988,273289.505797056,2
24730,2471,2,1,Rural,2010,287381.04303192126,0
24731,2343,3,1,Urban,1984,258483.4758719498,2
24732,2945,3,2,Urban,1962,302714.7437137524,2
24733,2183,3,2,Urban,2012,249034.2619775853,2
24734,1491,2,2,Suburb,1992,277381.1946879504,1
24735,1312,5,2,Rural,2016,146185.55436361447,0
24736,2654,5,3,Urban,1960,213636.86974013437,2
24737,2972,5,3,Rural,1978,321104.9783007402,0
24738,2184,2,2,Rural,2002,201893.2658177414,0
24739,1307,5,1,Suburb,1990,101514.54949752468,1
24740,2886,3,1,Rural,1987,221804.5389101043,0
24741,2169,5,1,Suburb,1952,308763.0994096968,1
24742,2698,5,2,Rural,1993,302210.24988439,0
24743,2419,3,1,Suburb,2012,216332.9982366689,1
24744,1690,4,3,Suburb,1955,161009.59231146149,1
24745,1088,4,2,Rural,1986,275223.45629696094,0
24746,1734,4,2,Rural,1978,243617.5812318502,0
24747,1777,2,1,Urban,1978,161523.8451272862,2
24748,1750,2,2,Suburb,1979,162213.1049573712,1
24749,2331,3,1,Rural,1955,349466.14938662015,0
24750,2569,4,2,Urban,2003,324062.64857241936,2
24751,1370,2,1,Rural,2000,86754.02922764835,0
24752,1450,5,1,Suburb,1975,124545.31458630336,1
24753,1166,4,1,Urban,1961,189535.73504675544,2
24754,1391,4,1,Rural,1966,206396.2156339017,0
24755,2660,2,1,Urban,1995,314817.66159073205,2
24756,1735,4,3,Rural,1965,208985.82125953172,0
24757,1490,3,3,Rural,1995,137120.8328230338,0
24758,1924,3,1,Suburb,1969,283053.25163992203,1
24759,2173,2,3,Urban,1955,241922.27573764077,2
24760,2491,4,1,Rural,2011,336745.4332279848,0
24761,2989,3,1,Rural,1952,373405.31704927457,0
24762,2724,4,3,Urban,1961,338820.61212745693,2
24763,2066,3,3,Urban,2017,230443.16257278668,2
24764,1944,3,1,Urban,1956,202636.87551343293,2
24765,1028,4,3,Urban,1974,130116.15961703224,2
24766,2897,2,2,Suburb,1989,376597.2285273429,1
24767,2655,2,3,Suburb,1950,263937.87741476804,1
24768,2872,2,1,Suburb,2021,295037.53088699846,1
24769,2054,4,2,Urban,2017,261551.750040262,2
24770,1692,4,3,Suburb,2011,292276.7170564766,1
24771,2697,4,3,Rural,1968,324855.2207820219,0
24772,1127,2,3,Suburb,1954,139869.24665029818,1
24773,1766,4,3,Rural,1999,187953.47218761992,0
24774,2317,2,3,Rural,1998,378588.8520128529,0
24775,1440,3,1,Suburb,2008,154414.03878615564,1
24776,1868,2,3,Rural,2009,159575.54521913128,0
24777,2411,2,2,Rural,2014,306374.9907994545,0
24778,2789,5,3,Suburb,1953,337233.40222862625,1
24779,2665,5,3,Rural,1985,264573.7205495236,0
24780,1523,2,1,Suburb,1966,173464.70433903142,1
24781,2570,5,1,Urban,1995,319915.58891808504,2
24782,2733,4,2,Urban,1979,341745.9507363291,2
24783,1759,5,1,Rural,1957,194379.62480663025,0
24784,1109,5,2,Rural,2017,171722.08535237104,0
24785,2351,5,3,Rural,1995,356111.70876451465,0
24786,2428,2,1,Suburb,1995,273469.8465118581,1
24787,2268,3,3,Urban,2021,296309.6176209517,2
24788,2785,3,3,Urban,1958,294239.15843663854,2
24789,2901,3,1,Urban,1952,292517.1187749714,2
24790,2852,3,1,Urban,1971,290552.0529610592,2
24791,1162,3,1,Rural,1955,82744.45149724689,0
24792,1559,3,3,Urban,1960,107190.2165954734,2
24793,1398,2,1,Urban,2007,195614.76271032525,2
24794,1582,4,2,Rural,1966,216234.3725127671,0
24795,1398,4,2,Rural,1964,181831.2745040609,0
24796,2516,3,1,Suburb,1969,210325.54496359924,1
24797,2669,5,2,Rural,1953,410315.2118454108,0
24798,1238,5,1,Urban,1985,92796.0024218642,2
24799,2488,2,3,Urban,2017,239016.6796068452,2
24800,2603,3,2,Urban,1950,258612.8697500467,2
24801,2813,3,2,Suburb,2004,280614.90029801056,1
24802,2055,5,2,Suburb,1992,283012.79012392304,1
24803,2146,3,2,Suburb,2009,230914.3878825124,1
24804,2557,3,2,Rural,2019,225516.66400127855,0
24805,2690,5,3,Urban,1989,337260.11783909734,2
24806,1109,4,2,Suburb,1952,103049.59940981636,1
24807,2294,4,1,Urban,1980,228366.85281104007,2
24808,2403,2,2,Suburb,2017,188312.5211189772,1
24809,1299,5,1,Rural,1960,194453.90677958008,0
24810,2650,2,1,Rural,1972,224628.15708808115,0
24811,2755,3,3,Urban,2020,234998.7117100557,2
24812,2001,5,2,Urban,1959,307828.8652393468,2
24813,2765,4,3,Suburb,1987,371205.7293904625,1
24814,1763,3,2,Urban,1965,215992.40301824865,2
24815,1248,4,2,Urban,1964,95461.24735221035,2
24816,1520,4,3,Urban,1960,218514.800650912,2
24817,1033,2,3,Urban,2001,91229.36310203628,2
24818,1227,5,1,Urban,1983,131187.90960552127,2
24819,1584,5,1,Urban,1963,206839.55407944712,2
24820,2422,5,1,Rural,1974,379973.15006296174,0
24821,1957,2,3,Suburb,2008,273493.05925982026,1
24822,1812,4,2,Rural,1972,281545.6195569416,0
24823,1723,2,1,Urban,1983,170316.0403722578,2
24824,1583,5,3,Urban,1982,206469.3954326709,2
24825,1569,3,1,Urban,1990,235533.7727473987,2
24826,1219,5,2,Urban,1986,158595.4112514731,2
24827,2394,5,3,Suburb,1979,192920.11442953424,1
24828,1786,4,3,Suburb,1989,121111.88090290772,1
24829,2784,5,2,Urban,1967,269678.30801925424,2
24830,1527,5,3,Suburb,1958,221436.94870114085,1
24831,1074,4,3,Rural,1977,90952.12667506098,0
24832,2641,5,3,Suburb,1970,339702.3677786455,1
24833,1135,5,1,Urban,1994,222705.92622608627,2
24834,2952,4,2,Urban,2011,249467.8585608218,2
24835,1073,3,1,Urban,1954,242636.89792359676,2
24836,1253,4,2,Rural,1999,168509.3922873305,0
24837,2041,5,3,Urban,1958,194900.4321201048,2
24838,2954,2,2,Urban,2003,367025.9781055033,2
24839,2021,3,3,Rural,2019,196874.92941669287,0
24840,2066,4,3,Rural,1968,359965.9644173711,0
24841,1049,3,2,Rural,1954,94336.68828135848,0
24842,1514,3,3,Rural,1995,146797.8428810448,0
24843,1743,2,1,Suburb,2019,236900.07327647755,1
24844,1730,2,2,Suburb,1999,217360.4572774236,1
24845,1570,2,2,Suburb,2010,118933.23237533389,1
24846,2819,5,2,Rural,1997,309621.2355246989,0
24847,2837,4,3,Rural,1988,336839.7092475165,0
24848,1575,5,1,Rural,1995,181769.83132814465,0
24849,2605,4,2,Urban,1992,400646.60438736354,2
24850,2326,5,3,Urban,2000,231098.41087074857,2
24851,2165,5,1,Urban,1993,275423.47830682446,2
24852,1902,2,3,Suburb,1970,342230.0192130862,1
24853,1201,5,3,Urban,1986,153270.742728031,2
24854,1206,2,1,Rural,1993,90056.85360022681,0
24855,1414,4,3,Suburb,1991,193380.54545825653,1
24856,1220,2,1,Rural,1989,80262.5349821565,0
24857,2385,3,2,Suburb,1980,205992.03427191547,1
24858,1757,3,2,Urban,2009,106878.6495052617,2
24859,2104,5,1,Rural,1973,113121.5072110824,0
24860,1762,3,3,Rural,1969,258469.9792032653,0
24861,1562,4,2,Suburb,1953,191982.36139066925,1
24862,2308,5,1,Suburb,2004,248756.16545372937,1
24863,1368,2,1,Urban,1957,158714.49375947306,2
24864,2515,5,3,Rural,1965,197432.25943638865,0
24865,2934,5,3,Suburb,2005,373367.1363667958,1
24866,1895,3,2,Suburb,1978,241748.55535018363,1
24867,2369,5,2,Urban,1960,324614.7080425861,2
24868,1203,4,2,Rural,1998,115747.54926277162,0
24869,2048,5,3,Urban,1997,208094.84388928185,2
24870,1956,2,2,Urban,1987,244180.15959192716,2
24871,2576,2,1,Rural,2012,325842.74430501496,0
24872,1068,3,1,Rural,1985,154830.92724957212,0
24873,1515,5,2,Urban,2006,173988.23678731703,2
24874,2515,2,3,Rural,2006,227902.09517610588,0
24875,1239,5,2,Suburb,2017,142786.78031066127,1
24876,1360,5,1,Rural,1998,130215.87971190704,0
24877,2464,2,2,Rural,1970,221910.82488593023,0
24878,2054,5,1,Suburb,1974,230999.5987959584,1
24879,2922,3,3,Suburb,1978,347626.1804031862,1
24880,2652,3,1,Suburb,2021,237875.98520262804,1
24881,1706,2,2,Urban,1990,207678.0766170977,2
24882,2625,4,3,Rural,2002,349503.11244088213,0
24883,1689,4,3,Suburb,1966,201154.5458235742,1
24884,1656,5,3,Suburb,1985,108192.9610996555,1
24885,2979,3,2,Suburb,1973,228795.63573110677,1
24886,2737,2,1,Urban,1974,276309.1037707832,2
24887,2345,3,2,Suburb,2020,302253.4286725634,1
24888,1343,4,1,Rural,1955,136872.11231621256,0
24889,2738,4,3,Suburb,1955,328166.34809681954,1
24890,1535,5,1,Suburb,2017,168114.69672887994,1
24891,1354,2,3,Urban,2000,184123.2585810153,2
24892,2494,5,3,Suburb,1967,276856.0728534604,1
24893,1927,3,3,Suburb,2015,212877.17176122632,1
24894,1982,3,3,Urban,1962,353056.5135506956,2
24895,1104,4,2,Urban,1963,172351.50416095412,2
24896,2810,5,1,Urban,1995,344302.86864274583,2
24897,2345,3,2,Rural,2013,235194.57572162585,0
24898,2595,3,3,Suburb,1970,293330.53870206187,1
24899,2906,3,1,Rural,1959,303747.9882788348,0
24900,1961,2,1,Suburb,1979,233394.683776552,1
24901,1526,4,1,Urban,1971,153620.35502271005,2
24902,1503,5,2,Rural,2005,136103.54820320572,0
24903,2108,3,1,Urban,1980,349209.836150608,2
24904,1930,2,1,Urban,1997,222664.7505035467,2
24905,1708,3,1,Urban,2002,157315.9487847818,2
24906,1234,3,1,Urban,2020,108715.01972713244,2
24907,2946,4,3,Rural,1955,292820.2948269999,0
24908,2879,2,1,Urban,1981,263712.6209378704,2
24909,2286,3,3,Urban,1950,211876.39351855463,2
24910,2029,4,1,Urban,1977,226920.2342570871,2
24911,1493,2,1,Suburb,1972,234081.40256030165,1
24912,2916,3,2,Suburb,2005,217811.3282314068,1
24913,2312,5,2,Rural,1983,225649.31075346685,0
24914,2593,4,2,Urban,1978,247504.54908794037,2
24915,2968,3,1,Urban,2019,299727.23301521345,2
24916,2680,3,3,Rural,1969,263511.30756399897,0
24917,1877,2,2,Rural,1992,210427.72973763183,0
24918,2577,5,2,Suburb,1966,263083.5324553112,1
24919,2373,4,1,Suburb,1969,277807.17756737623,1
24920,2223,2,2,Rural,1990,256697.34034878947,0
24921,2959,3,1,Urban,1951,330881.7428923701,2
24922,2709,4,3,Urban,1970,317025.55456857674,2
24923,1966,3,1,Urban,1986,106374.87197677697,2
24924,1965,3,3,Urban,2002,222189.93535177823,2
24925,1963,5,3,Suburb,2013,155256.51480996696,1
24926,1896,3,1,Urban,1992,171685.23989596483,2
24927,2358,4,1,Rural,1972,262099.68151034872,0
24928,2630,3,3,Urban,2003,302065.85989207414,2
24929,1216,4,2,Suburb,2021,141658.23227494577,1
24930,1622,5,1,Urban,2017,148240.8742311278,2
24931,1352,3,1,Urban,2000,159972.6144598529,2
24932,1691,2,1,Suburb,1970,281597.5599814483,1
24933,1674,4,3,Suburb,1971,229767.10475909585,1
24934,1630,3,2,Suburb,1997,251162.2823008404,1
24935,1324,2,1,Urban,1972,128292.98657899351,2
24936,1900,4,1,Rural,1955,172501.71425401728,0
24937,2251,2,2,Rural,1953,281705.9719573022,0
24938,2168,3,3,Suburb,2011,365507.109311544,1
24939,2972,5,1,Rural,1950,288269.477679295,0
24940,1307,5,1,Suburb,1998,132316.27634237448,1
24941,1653,2,3,Rural,1966,251997.106458202,0
24942,2657,3,1,Urban,1997,224843.6521336656,2
24943,1284,3,3,Rural,2006,144645.86157901786,0
24944,1391,4,2,Rural,1951,245376.31199913452,0
24945,2761,3,2,Urban,1958,306035.894114803,2
24946,1359,5,3,Rural,1971,77980.9255757561,0
24947,1768,3,3,Suburb,1965,134636.51163359266,1
24948,1796,4,3,Suburb,1967,127244.18943706116,1
24949,1931,4,2,Rural,2011,254949.83352843943,0
24950,2970,3,2,Suburb,1982,281120.5931583517,1
24951,1164,3,1,Suburb,1980,192874.6719513492,1
24952,1732,4,3,Urban,1970,181183.86381676135,2
24953,1580,4,3,Urban,1966,198183.976861605,2
24954,1820,2,1,Suburb,1983,137538.14202816042,1
24955,2247,5,1,Rural,1992,256056.0932173413,0
24956,1123,5,2,Urban,1987,160059.78120535176,2
24957,2971,2,1,Rural,2014,295295.95748438325,0
24958,1343,2,1,Urban,2003,206044.42561299648,2
24959,2874,5,3,Suburb,2011,293349.34848545847,1
24960,1523,4,1,Urban,2009,145529.13516755338,2
24961,2075,5,3,Rural,2012,235782.70508575207,0
24962,1128,4,3,Suburb,1990,206901.942958864,1
24963,2158,5,3,Urban,1977,224755.0934931232,2
24964,1656,4,1,Suburb,1957,204416.29274302552,1
24965,2150,5,1,Rural,1961,279377.8259115271,0
24966,1737,2,3,Rural,2007,270075.68036351627,0
24967,1938,3,2,Rural,1999,161297.39448097913,0
24968,1070,3,2,Suburb,2011,107546.48928628188,1
24969,1272,3,3,Suburb,1959,207964.57015662795,1
24970,2210,4,2,Urban,2001,208435.98290141756,2
24971,2026,3,1,Rural,1989,283873.1522249393,0
24972,2308,5,3,Suburb,2010,343440.8379690731,1
24973,1021,3,1,Suburb,2004,177510.72933522335,1
24974,1165,4,2,Suburb,1955,114811.06432056797,1
24975,2333,4,2,Urban,1996,270651.244266824,2
24976,1874,4,1,Urban,1977,238329.89430462237,2
24977,2500,5,2,Rural,1984,308080.0682010446,0
24978,1497,4,2,Rural,1970,150828.57594708793,0
24979,1433,5,1,Suburb,1970,202117.19497439044,1
24980,1757,4,1,Rural,1986,250061.4988217025,0
24981,1233,2,1,Suburb,1989,190802.263594238,1
24982,1836,4,1,Suburb,1996,208861.92805574645,1
24983,2693,3,2,Suburb,2012,194280.8319691568,1
24984,1662,3,1,Rural,1964,176251.16966561365,0
24985,1724,2,3,Suburb,2004,121469.99261266846,1
24986,1375,4,2,Suburb,2009,187883.97535423015,1
24987,1729,3,2,Urban,1967,167325.67233700887,2
24988,2269,3,1,Urban,1988,233908.02940713768,2
24989,1302,5,2,Suburb,1954,132950.3258343332,1
24990,1404,5,1,Rural,2011,249188.70998965183,0
24991,2811,4,2,Rural,2004,350863.3977678599,0
24992,2686,2,1,Urban,1983,276224.3229466788,2
24993,1707,4,2,Urban,1977,257174.55759109865,2
24994,1916,5,3,Suburb,1993,264324.1297285041,1
24995,1020,5,1,Rural,1952,178458.05438459103,0
24996,1256,4,1,Urban,1985,29002.965184996225,2
24997,1398,4,3,Rural,1952,296555.3850212633,0
24998,2552,4,1,Urban,1965,341567.7296497204,2
24999,1050,4,2,Rural,2002,124182.87056659024,0
25000,1446,2,2,Urban,2004,208632.40493491595,2
25001,2293,3,2,Suburb,1982,243572.9124926309,1
25002,1826,4,3,Rural,2009,269415.0836659428,0
25003,1594,3,3,Rural,2004,204165.14394403264,0
25004,1817,5,2,Rural,1967,138366.57764438618,0
25005,1635,3,3,Rural,1953,162431.3738659531,0
25006,2825,4,1,Suburb,1971,383501.362167672,1
25007,2285,3,3,Rural,1958,205694.38777537257,0
25008,2388,4,1,Rural,1956,271596.5456302385,0
25009,2072,4,2,Urban,2005,310644.8078339025,2
25010,2541,5,2,Urban,2009,346164.9778283957,2
25011,2652,4,2,Rural,1979,272314.93076249666,0
25012,2141,5,3,Suburb,1968,227046.90293378444,1
25013,2476,2,2,Suburb,2009,197844.37902514992,1
25014,1774,4,3,Rural,2007,247539.06091186404,0
25015,2888,5,2,Urban,1990,309434.68726977526,2
25016,1972,5,1,Urban,1977,240416.7576327081,2
25017,2970,4,3,Urban,2005,462557.56295820896,2
25018,2909,3,1,Suburb,1975,316188.0989404816,1
25019,2664,5,1,Rural,2021,329434.45382535225,0
25020,1396,2,1,Suburb,1984,197479.72288889025,1
25021,1682,3,2,Suburb,1998,166292.36192622452,1
25022,2050,3,1,Urban,1998,213671.04087393597,2
25023,1710,4,1,Suburb,2011,146764.14529682533,1
